GeneID	InterPro
FUN_002957	
FUN_002958	IPR039505 Dynein regulatory complex protein 1/2, N-terminal
FUN_002959	IPR022309 Ribosomal protein S8e/ribosomal biogenesis NSA2;IPR039411 Ribosomal biogenesis NSA2 family
FUN_002960	IPR002110 Ankyrin repeat;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
FUN_002961	IPR001623 DnaJ domain;IPR003604 Matrin/U1-C-like, C2H2-type zinc finger;IPR013087 Zinc finger C2H2-type;IPR018253 DnaJ domain, conserved site;IPR022755 Zinc finger, double-stranded RNA binding;IPR036236 Zinc finger C2H2 superfamily;IPR036869 Chaperone J-domain superfamily
FUN_002962	IPR003197 Cytochrome b-c1 complex subunit 7;IPR036544 Cytochrome b-c1 complex subunit 7 superfamily
FUN_002963	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_002964	IPR025799 Protein arginine N-methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR041698 Methyltransferase domain 25
FUN_002965	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily;IPR041243 STI1/HOP, DP domain
FUN_002966	IPR005654 ATPase, AFG1-like
FUN_002967	IPR003369 Sec-independent protein translocase protein TatA/B/E
FUN_002968	IPR009500 Protein of unknown function DUF1118
FUN_002969	IPR012349 FMN-binding split barrel
FUN_002970	IPR018641 Transferase 1, rSAM/selenodomain-associated;IPR029044 Nucleotide-diphospho-sugar transferases
FUN_002971	IPR001563 Peptidase S10, serine carboxypeptidase;IPR018202 Serine carboxypeptidase, serine active site;IPR029058 Alpha/Beta hydrolase fold;IPR033124 Serine carboxypeptidases, histidine active site
FUN_002972	
FUN_002973	IPR000225 Armadillo;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR019156 Ataxin-10 domain
FUN_002974	IPR025602 BCP1 family
FUN_002975	IPR040464 Inositol 1,3,4-trisphosphate 5/6-kinase, ATP-grasp domain
FUN_002976	IPR000873 AMP-dependent synthetase/ligase domain;IPR020845 AMP-binding, conserved site;IPR025110 AMP-binding enzyme, C-terminal domain;IPR042099 ANL, N-terminal domain
FUN_002977	IPR000209 Peptidase S8/S53 domain;IPR015500 Peptidase S8, subtilisin-related;IPR022398 Peptidase S8, subtilisin, His-active site;IPR023827 Peptidase S8, subtilisin, Asp-active site;IPR034193 Proteinase K-like catalytic domain;IPR036852 Peptidase S8/S53 domain superfamily
FUN_002978	IPR003663 Sugar/inositol transporter;IPR005828 Major facilitator, sugar transporter-like;IPR005829 Sugar transporter, conserved site;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_002979	IPR002775 DNA/RNA-binding protein Alba-like;IPR036882 Alba-like domain superfamily
FUN_002980	IPR021715 Pre-mRNA-splicing factor SLU7 domain
FUN_002981	IPR000719 Protein kinase domain;IPR003527 Mitogen-activated protein (MAP) kinase, conserved site;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site
FUN_002982	IPR000812 Transcription factor TFIIB;IPR011665 Brf1, TBP-binding domain;IPR013150 Transcription factor TFIIB, cyclin-like domain;IPR013763 Cyclin-like domain;IPR036915 Cyclin-like superfamily
FUN_002983	IPR000086 NUDIX hydrolase domain;IPR015797 NUDIX hydrolase-like domain superfamily;IPR016706 Cleavage/polyadenylation specificity factor subunit 5
FUN_002984	IPR000169 Cysteine peptidase, cysteine active site;IPR000668 Peptidase C1A, papain C-terminal;IPR013201 Cathepsin propeptide inhibitor domain (I29);IPR025660 Cysteine peptidase, histidine active site;IPR025661 Cysteine peptidase, asparagine active site;IPR038765 Papain-like cysteine peptidase superfamily;IPR039417 Papain-like cysteine endopeptidase
FUN_002985	IPR003789 Aspartyl/glutamyl-tRNA amidotransferase subunit B-like;IPR004413 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit;IPR006075 Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic;IPR014746 Glutamine synthetase/guanido kinase, catalytic domain;IPR017958 Glutamyl-tRNA(Gln) amidotransferase, subunit B, conserved site;IPR018027 Asn/Gln amidotransferase;IPR023168 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 2;IPR042114 Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 1
FUN_002986	IPR002659 Glycosyl transferase, family 31
FUN_002987	IPR006973 Pre-mRNA-splicing factor Cwf15/Cwc15
FUN_002988	IPR004429 Isopropylmalate dehydrogenase;IPR019818 Isocitrate/isopropylmalate dehydrogenase, conserved site;IPR024084 Isopropylmalate dehydrogenase-like domain
FUN_002989	
FUN_002990	IPR000555 JAB1/MPN/MOV34 metalloenzyme domain;IPR001005 SANT/Myb domain;IPR009057 Homeobox-like domain superfamily;IPR017930 Myb domain;IPR037518 MPN domain
FUN_002991	IPR001214 SET domain
FUN_002992	
FUN_002993	IPR021149 Oligosaccharyl transferase complex, subunit OST3/OST6;IPR036249 Thioredoxin-like superfamily
FUN_002994	IPR005343 Nucleolar complex protein 2
FUN_002995	IPR001950 SUI1 domain;IPR005874 Eukaryotic translation initiation factor SUI1;IPR036877 SUI1 domain superfamily
FUN_002996	
FUN_002997	IPR001757 P-type ATPase;IPR006121 Heavy metal-associated domain, HMA;IPR008250 P-type ATPase, A domain superfamily;IPR017969 Heavy-metal-associated, conserved site;IPR018303 P-type ATPase, phosphorylation site;IPR023214 HAD superfamily;IPR023298 P-type ATPase, transmembrane domain superfamily;IPR023299 P-type ATPase, cytoplasmic domain N;IPR027256 P-type ATPase, subfamily IB;IPR036163 Heavy metal-associated domain superfamily;IPR036412 HAD-like superfamily
FUN_002998	IPR019537 Transmembrane protein 65
FUN_002999	IPR008384 Actin-related protein 2/3 complex subunit 4;IPR034666 Arp2/3 complex subunit 2/4
FUN_003000	IPR005801 ADC synthase;IPR006805 Anthranilate synthase component I, N-terminal;IPR015890 Chorismate-utilising enzyme, C-terminal;IPR017926 Glutamine amidotransferase;IPR019999 Anthranilate synthase component I-like;IPR029062 Class I glutamine amidotransferase-like
FUN_003001	IPR019320 BLOC-1-related complex subunit 8
FUN_003002	IPR023375 Acetoacetate decarboxylase domain superfamily
FUN_003003	IPR013932 TATA-binding protein interacting (TIP20);IPR016024 Armadillo-type fold
FUN_003004	IPR000322 Glycoside hydrolase family 31;IPR011013 Galactose mutarotase-like domain superfamily;IPR013780 Glycosyl hydrolase, all-beta;IPR017853 Glycoside hydrolase superfamily;IPR025887 Glycoside hydrolase family 31, N-terminal domain;IPR030458 Glycosyl hydrolases family 31, active site
FUN_003005	IPR002194 Chaperonin TCP-1, conserved site;IPR002423 Chaperonin Cpn60/GroEL/TCP-1 family;IPR017998 Chaperone tailless complex polypeptide 1 (TCP-1);IPR027409 GroEL-like apical domain superfamily;IPR027410 TCP-1-like chaperonin intermediate domain superfamily;IPR027413 GroEL-like equatorial domain superfamily
FUN_003006	IPR003526 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase;IPR020555 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site;IPR036571 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase superfamily
FUN_003007	IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily
FUN_003008	IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily
FUN_003009	IPR029044 Nucleotide-diphospho-sugar transferases
FUN_003010	IPR015590 Aldehyde dehydrogenase domain;IPR016160 Aldehyde dehydrogenase, cysteine active site;IPR016161 Aldehyde/histidinol dehydrogenase;IPR016162 Aldehyde dehydrogenase, N-terminal;IPR016163 Aldehyde dehydrogenase, C-terminal
FUN_003011	IPR003958 Transcription factor CBF/NF-Y/archaeal histone domain;IPR009072 Histone-fold
FUN_003012	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003013	IPR001509 NAD-dependent epimerase/dehydratase;IPR036291 NAD(P)-binding domain superfamily
FUN_003014	IPR000808 Mrp, conserved site;IPR019591 Mrp/NBP35 ATP-binding protein;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR028601 Cytosolic Fe-S cluster assembly factor NUBP1/Nbp35;IPR033756 Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35
FUN_003015	IPR004254 AdipoR/Haemolysin-III-related
FUN_003016	IPR039204 Magnesium transporter MRS2-like
FUN_003017	IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR022170 E3 Ubiquitin ligase MUL1-like
FUN_003018	IPR001345 Phosphoglycerate/bisphosphoglycerate mutase, active site;IPR013078 Histidine phosphatase superfamily, clade-1;IPR029033 Histidine phosphatase superfamily
FUN_003019	IPR015324 Ribosomal protein Rsm22-like;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_003020	IPR040233 CCD97-like, C-terminal
FUN_003021	IPR012349 FMN-binding split barrel;IPR019595 Domain of unknown function DUF2470;IPR037119 Haem oxygenase HugZ-like superfamily
FUN_003022	IPR001611 Leucine-rich repeat;IPR006553 Leucine-rich repeat, cysteine-containing subtype;IPR032675 Leucine-rich repeat domain superfamily
FUN_003023	IPR016125 Peptidase C15, pyroglutamyl peptidase I-like;IPR036440 Peptidase C15, pyroglutamyl peptidase I-like superfamily
FUN_003024	IPR006569 CID domain;IPR006903 None;IPR008942 ENTH/VHS
FUN_003025	IPR000727 Target SNARE coiled-coil homology domain;IPR006012 Syntaxin/epimorphin, conserved site;IPR010989 SNARE
FUN_003026	IPR003000 Sirtuin family;IPR026590 Sirtuin family, catalytic core domain;IPR026591 Sirtuin, catalytic core small domain superfamily;IPR029035 DHS-like NAD/FAD-binding domain superfamily
FUN_003027	
FUN_003028	IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR041698 Methyltransferase domain 25
FUN_003029	IPR000594 THIF-type NAD/FAD binding fold;IPR030667 NEDD8-activating enzyme E1 regulatory subunit APP-BP1;IPR035985 Ubiquitin-activating enzyme
FUN_003030	IPR000868 Isochorismatase-like;IPR006148 Glucosamine/galactosamine-6-phosphate isomerase;IPR036380 Isochorismatase-like superfamily
FUN_003031	IPR023198 Phosphoglycolate phosphatase-like, domain 2;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily;IPR041492 Haloacid dehalogenase-like hydrolase
FUN_003032	IPR001650 Helicase, C-terminal;IPR002464 DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site;IPR007502 Helicase-associated domain;IPR011545 DEAD/DEAH box helicase domain;IPR011709 DEAD-box helicase, OB fold;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003033	
FUN_003034	IPR039204 Magnesium transporter MRS2-like
FUN_003035	IPR008802 Rubber elongation factor
FUN_003036	IPR004853 Sugar phosphate transporter domain
FUN_003037	
FUN_003038	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily
FUN_003039	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily
FUN_003040	IPR000595 Cyclic nucleotide-binding domain;IPR014710 RmlC-like jelly roll fold;IPR018488 Cyclic nucleotide-binding, conserved site;IPR018490 Cyclic nucleotide-binding domain superfamily
FUN_003041	IPR000269 Copper amine oxidase;IPR015798 Copper amine oxidase, catalytic domain;IPR015800 Copper amine oxidase, N2-terminal;IPR015802 Copper amine oxidase, N3-terminal;IPR016182 Copper amine oxidase, N-terminal;IPR036460 Copper amine oxidase, catalytic domain superfamily
FUN_003042	IPR002109 Glutaredoxin;IPR004045 Glutathione S-transferase, N-terminal;IPR034334 Prostaglandin E synthase 2;IPR034335 Prostaglandin E synthase 2, C-terminal;IPR036249 Thioredoxin-like superfamily;IPR036282 Glutathione S-transferase, C-terminal domain superfamily
FUN_003043	
FUN_003044	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003045	IPR011040 Sialidase;IPR036278 Sialidase superfamily
FUN_003046	IPR008537 Protein of unknown function DUF819
FUN_003047	
FUN_003048	IPR009060 UBA-like superfamily;IPR015940 Ubiquitin-associated domain;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily;IPR040608 Snf8/Vps36 family
FUN_003049	IPR016562 Proteasome assembly chaperone 2, eukaryotic;IPR019151 Proteasome assembly chaperone 2;IPR038389 Proteasome assembly chaperone 2 superfamily
FUN_003050	IPR003035 RWP-RK domain;IPR029016 GAF-like domain superfamily
FUN_003051	IPR002048 EF-hand domain;IPR011992 EF-hand domain pair;IPR041534 PP2A regulatory subunit B'', EF-hand domain
FUN_003052	IPR003034 SAP domain;IPR036361 SAP domain superfamily
FUN_003053	IPR016040 NAD(P)-binding domain;IPR036291 NAD(P)-binding domain superfamily
FUN_003054	IPR001005 SANT/Myb domain;IPR009057 Homeobox-like domain superfamily;IPR017930 Myb domain
FUN_003055	IPR026893 Tyrosine/serine-protein phosphatase IphP-type;IPR029021 Protein-tyrosine phosphatase-like
FUN_003056	IPR000626 Ubiquitin-like domain;IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014939 CDT1 Geminin-binding domain-like;IPR018973 MrfA-like Zn-binding domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR029071 Ubiquitin-like domain superfamily
FUN_003057	
FUN_003058	IPR000504 RNA recognition motif domain;IPR001876 Zinc finger, RanBP2-type;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily;IPR036443 Zinc finger, RanBP2-type superfamily;IPR041591 OCRE domain
FUN_003059	IPR005612 CCAAT-binding factor;IPR016024 Armadillo-type fold
FUN_003060	IPR014905 HIRAN domain
FUN_003061	
FUN_003062	IPR006076 FAD dependent oxidoreductase;IPR023209 D-amino-acid oxidase
FUN_003063	IPR032675 Leucine-rich repeat domain superfamily
FUN_003064	IPR032675 Leucine-rich repeat domain superfamily
FUN_003065	
FUN_003066	IPR015915 Kelch-type beta propeller;IPR036047 F-box-like domain superfamily
FUN_003067	IPR013087 Zinc finger C2H2-type;IPR016181 Acyl-CoA N-acyltransferase
FUN_003068	IPR003864 CSC1/OSCA1-like, 7TM region;IPR027815 CSC1/OSCA1-like, cytosolic domain;IPR032880 CSC1/OSCA1-like, N-terminal transmembrane domain
FUN_003069	
FUN_003070	
FUN_003071	IPR021137 Ribosomal protein L35;IPR037229 Ribosomal protein L35 superfamily
FUN_003072	IPR001054 Adenylyl cyclase class-3/4/guanylyl cyclase;IPR027359 Voltage-dependent channel domain superfamily;IPR029787 Nucleotide cyclase
FUN_003073	
FUN_003074	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_003075	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily;IPR041243 STI1/HOP, DP domain
FUN_003076	IPR009563 Sjoegren syndrome/scleroderma autoantigen 1
FUN_003077	
FUN_003078	IPR001680 WD40 repeat;IPR017986 None;IPR024977 Anaphase-promoting complex subunit 4, WD40 domain;IPR036322 WD40-repeat-containing domain superfamily
FUN_003079	
FUN_003080	
FUN_003081	
FUN_003082	IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR032682 Condensin complex subunit 1, C-terminal
FUN_003083	IPR001650 Helicase, C-terminal;IPR003593 AAA+ ATPase domain;IPR004179 Sec63 domain;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014756 Immunoglobulin E-set;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR035892 C2 domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily;IPR041094 Brr2, N-terminal helicase PWI domain
FUN_003084	
FUN_003085	IPR000629 ATP-dependent RNA helicase DEAD-box, conserved site;IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014014 RNA helicase, DEAD-box type, Q motif;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003086	IPR008942 ENTH/VHS;IPR013809 ENTH domain
FUN_003087	
FUN_003088	IPR003347 JmjC domain;IPR041667 Cupin-like domain 8
FUN_003089	IPR029069 HotDog domain superfamily
FUN_003090	IPR008851 Transcription initiation factor IIF, alpha subunit;IPR011039 Transcription Factor IIF, Rap30/Rap74, interaction
FUN_003091	IPR001806 Small GTPase;IPR005225 Small GTP-binding protein domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003092	IPR005502 ADP-ribosylation/Crystallin J1;IPR036705 ADP-ribosylation/Crystallin J1 superfamily
FUN_003093	IPR005069 Nucleotide-diphospho-sugar transferase
FUN_003094	IPR019049 Nucleoporin protein Ndc1-Nup
FUN_003095	IPR000225 Armadillo;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold
FUN_003096	IPR000719 Protein kinase domain;IPR001680 WD40 repeat;IPR011009 Protein kinase-like domain superfamily;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR036322 WD40-repeat-containing domain superfamily
FUN_003097	IPR004274 FCP1 homology domain;IPR011947 FCP1-like phosphatase, phosphatase domain;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily
FUN_003098	IPR001357 BRCT domain;IPR036420 BRCT domain superfamily
FUN_003099	
FUN_003100	
FUN_003101	
FUN_003102	IPR003339 ABC/ECF transporter, transmembrane component
FUN_003103	IPR001199 Cytochrome b5-like heme/steroid binding domain;IPR036400 Cytochrome b5-like heme/steroid binding domain superfamily
FUN_003104	IPR000742 EGF-like domain;IPR000884 Thrombospondin type-1 (TSP1) repeat;IPR013032 EGF-like, conserved site;IPR036383 Thrombospondin type-1 (TSP1) repeat superfamily
FUN_003105	IPR001706 Ribosomal protein L35, non-mitochondrial;IPR018265 Ribosomal protein L35, conserved site;IPR021137 Ribosomal protein L35;IPR037229 Ribosomal protein L35 superfamily
FUN_003106	IPR000640 Elongation factor EFG, domain V-like;IPR000795 Translational (tr)-type GTP-binding domain;IPR004161 Translation elongation factor EFTu-like, domain 2;IPR004540 Translation elongation factor EFG/EF2;IPR005225 Small GTP-binding protein domain;IPR005517 Translation elongation factor EFG/EF2, domain IV;IPR009000 Translation protein, beta-barrel domain superfamily;IPR009022 Elongation factor G, domain III;IPR014721 Ribosomal protein S5 domain 2-type fold, subgroup;IPR020568 Ribosomal protein S5 domain 2-type fold;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR035647 EF-G domain III/V-like;IPR041095 Elongation Factor G, domain II
FUN_003107	IPR000462 CDP-alcohol phosphatidyltransferase;IPR043130 CDP-alcohol phosphatidyltransferase, transmembrane domain
FUN_003108	IPR001848 Ribosomal protein S10;IPR005729 Ribosomal protein S10, eukaryotic/archaeal;IPR018268 Ribosomal protein S10, conserved site;IPR027486 Ribosomal protein S10 domain;IPR036838 Ribosomal protein S10 domain superfamily
FUN_003109	IPR002913 START domain;IPR023393 START-like domain superfamily
FUN_003110	IPR007991 RNA polymerase I specific transcription initiation factor RRN3;IPR016024 Armadillo-type fold
FUN_003111	IPR001202 WW domain;IPR036020 WW domain superfamily;IPR036249 Thioredoxin-like superfamily
FUN_003112	IPR001487 Bromodomain;IPR027353 NET domain;IPR036427 Bromodomain-like superfamily;IPR038336 NET domain superfamily
FUN_003113	IPR000467 G-patch domain
FUN_003114	
FUN_003115	
FUN_003116	IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR003960 ATPase, AAA-type, conserved site;IPR005937 26S proteasome regulatory subunit P45-like;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR032501 Proteasomal ATPase OB C-terminal domain;IPR041569 AAA ATPase, AAA+ lid domain
FUN_003117	
FUN_003118	IPR002777 Prefoldin beta-like;IPR009053 Prefoldin
FUN_003119	IPR001865 Ribosomal protein S2;IPR005707 Ribosomal protein S2, eukaryotic/archaeal;IPR018130 Ribosomal protein S2, conserved site;IPR023591 Ribosomal protein S2, flavodoxin-like domain superfamily;IPR027498 Ribosomal protein S2, eukaryotic
FUN_003120	IPR003689 Zinc/iron permease
FUN_003121	IPR000421 Coagulation factor 5/8 C-terminal domain;IPR002706 DNA-repair protein Xrcc1, N-terminal;IPR008979 Galactose-binding-like domain superfamily;IPR011989 Armadillo-like helical;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR016024 Armadillo-type fold;IPR019734 Tetratricopeptide repeat;IPR034085 TOG domain
FUN_003122	
FUN_003123	IPR002683 PsbP, C-terminal;IPR016123 Mog1/PsbP, alpha/beta/alpha sandwich
FUN_003124	IPR000679 Zinc finger, GATA-type;IPR013088 Zinc finger, NHR/GATA-type
FUN_003125	
FUN_003126	
FUN_003127	IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_003128	IPR003855 Potassium transporter
FUN_003129	IPR001085 Serine hydroxymethyltransferase;IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase;IPR019775 WD40 repeat, conserved site;IPR019798 Serine hydroxymethyltransferase, pyridoxal phosphate binding site;IPR039429 Serine hydroxymethyltransferase-like domain
FUN_003130	IPR013893 Ribonuclease P protein subunit Rpp40
FUN_003131	IPR009834 Ureide permease
FUN_003132	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR034353 ABT1/ESF2, RNA recognition motif;IPR035979 RNA-binding domain superfamily
FUN_003133	IPR016040 NAD(P)-binding domain;IPR036291 NAD(P)-binding domain superfamily
FUN_003134	IPR004360 Glyoxalase/fosfomycin resistance/dioxygenase domain;IPR018146 Glyoxalase I, conserved site;IPR029068 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase;IPR037523 Vicinal oxygen chelate (VOC) domain
FUN_003135	IPR022742 Serine aminopeptidase, S33;IPR029058 Alpha/Beta hydrolase fold
FUN_003136	IPR011989 Armadillo-like helical;IPR022771 Wings apart-like protein, C-terminal
FUN_003137	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain
FUN_003138	
FUN_003139	IPR001859 Trypanosoma cruzi ribosomal protein P2-like;IPR027534 Ribosomal protein L12/P1/P2 family;IPR038716 Ribosomal protein P1/P2, N-terminal domain
FUN_003140	IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily
FUN_003141	IPR001279 Metallo-beta-lactamase;IPR011108 Zn-dependent metallo-hydrolase, RNA specificity domain;IPR022712 Beta-Casp domain;IPR025069 Cleavage and polyadenylation specificity factor 2, C-terminal;IPR035639 CPSF2, metallo-hydrolase domain;IPR036866 Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
FUN_003142	IPR007461 Ysc84 actin-binding domain
FUN_003143	IPR039261 Ferredoxin-NADP reductase (FNR), nucleotide-binding domain
FUN_003144	IPR019542 Enhancer of polycomb-like, N-terminal
FUN_003145	IPR006554 Helicase-like, DEXD box c2 type;IPR006555 ATP-dependent helicase, C-terminal;IPR010614 DEAD2;IPR013020 ATP-dependent helicase Rad3/Chl1-like;IPR014013 Helicase superfamily 1/2, ATP-binding domain, DinG/Rad3-type;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_003146	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR036322 WD40-repeat-containing domain superfamily
FUN_003147	
FUN_003148	IPR032675 Leucine-rich repeat domain superfamily
FUN_003149	IPR001357 BRCT domain;IPR036420 BRCT domain superfamily
FUN_003150	IPR001357 BRCT domain;IPR036420 BRCT domain superfamily
FUN_003151	
FUN_003152	
FUN_003153	
FUN_003154	
FUN_003155	IPR003690 Transcription termination factor, mitochondrial/chloroplastic;IPR038538 MTERF superfamily, mitochondrial/chloroplastic
FUN_003156	
FUN_003157	IPR000489 Pterin-binding domain;IPR000550 7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK;IPR006390 Dihydropteroate synthase domain;IPR011005 Dihydropteroate synthase-like;IPR035907 7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK superfamily
FUN_003158	IPR019410 Lysine methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR029426 FAM86, N-terminal
FUN_003159	IPR001931 Ribosomal protein S21e;IPR038579 Ribosomal protein S21e superfamily
FUN_003160	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR036322 WD40-repeat-containing domain superfamily
FUN_003161	IPR001247 Exoribonuclease, phosphorolytic domain 1;IPR020568 Ribosomal protein S5 domain 2-type fold;IPR027408 PNPase/RNase PH domain superfamily;IPR036345 Exoribonuclease, PH domain 2 superfamily
FUN_003162	IPR001623 DnaJ domain;IPR003651 Endonuclease III-like, iron-sulphur cluster loop motif;IPR011257 DNA glycosylase;IPR023170 Helix-hairpin-helix, base-excision DNA repair, C-terminal;IPR028925 Demeter, RRM-fold domain;IPR036869 Chaperone J-domain superfamily
FUN_003163	
FUN_003164	IPR000073 Alpha/beta hydrolase fold-1;IPR029058 Alpha/Beta hydrolase fold
FUN_003165	IPR001214 SET domain
FUN_003166	IPR001810 F-box domain;IPR036047 F-box-like domain superfamily
FUN_003167	IPR002547 tRNA-binding domain;IPR012340 Nucleic acid-binding, OB-fold
FUN_003168	IPR001697 Pyruvate kinase;IPR011037 Pyruvate kinase-like, insert domain superfamily;IPR015793 Pyruvate kinase, barrel;IPR015795 Pyruvate kinase, C-terminal;IPR015806 Pyruvate kinase, insert domain superfamily;IPR015813 Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily;IPR018209 Pyruvate kinase, active site;IPR036918 Pyruvate kinase, C-terminal domain superfamily;IPR040442 Pyruvate kinase-like domain superfamily
FUN_003169	IPR021998 Alfin, N-terminal
FUN_003170	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_003171	IPR001487 Bromodomain;IPR027353 NET domain;IPR036427 Bromodomain-like superfamily;IPR038336 NET domain superfamily
FUN_003172	
FUN_003173	
FUN_003174	IPR001128 Cytochrome P450;IPR002401 Cytochrome P450, E-class, group I;IPR017972 Cytochrome P450, conserved site;IPR036396 Cytochrome P450 superfamily
FUN_003175	IPR010844 Occludin homology domain
FUN_003176	IPR001962 Asparagine synthase;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR017932 Glutamine amidotransferase type 2 domain;IPR029055 Nucleophile aminohydrolases, N-terminal
FUN_003177	
FUN_003178	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR021832 Ankyrin repeat domain-containing protein 13;IPR036770 Ankyrin repeat-containing domain superfamily
FUN_003179	IPR000571 Zinc finger, CCCH-type;IPR036855 Zinc finger, CCCH-type superfamily
FUN_003180	IPR005996 Ribosomal protein L30, bacterial-type;IPR016082 Ribosomal protein L30, ferredoxin-like fold domain;IPR036919 Ribosomal protein L30, ferredoxin-like fold domain superfamily
